Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
72E6AF0E,Huawei,Ryzen 7,Ryzen 7,32GB,128GB,2TB
6EE8206F,Nokia,i5,i5,8GB,1TB,256GB
5653DACF,HP,i3,i3,12GB,512GB,1TB
5BF00236,Realme,Ryzen 9,Ryzen 9,8GB,128GB,2TB
1EB52306,Microsoft,Ryzen 9,Ryzen 9,16GB,128GB,1TB
16FF2439,Lenovo,N/A,Apple A-Series,6GB,64GB,N/A
518A0F07,Realme,N/A,MediaTek Helio,4GB,512GB,N/A
5C685121,Motorola,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
9AD17205,Oppo,N/A,MediaTek Helio,6GB,1TB,N/A
1548817A,Vivo,N/A,MediaTek Helio,12GB,1TB,N/A
9AAA1B20,Google,N/A,Samsung Exynos,12GB,512GB,N/A
A05EBB18,HP,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
B133BCE1,Samsung,i5,i5,4GB,512GB,1TB
D989B5CF,Vivo,Ryzen 7,Ryzen 7,16GB,256GB,2TB
522ADE1C,Lenovo,N/A,Apple A-Series,16GB,128GB,N/A
2E31F83B,Sony,N/A,MediaTek Helio,32GB,256GB,N/A
4A515943,Toshiba,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
D12C24BB,Nokia,N/A,Samsung Exynos,12GB,64GB,N/A
EE0A18BF,Vivo,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
11CDEBB2,Vivo,Ryzen 9,Ryzen 9,6GB,64GB,2TB
8E199CA0,Samsung,N/A,MediaTek Helio,6GB,1TB,N/A
0A17DDA3,Acer,i9,i9,16GB,256GB,2TB
C57A54EF,Vivo,N/A,MediaTek Helio,12GB,64GB,N/A
D3A10F6A,Redmi,Ryzen 9,Ryzen 9,4GB,64GB,512GB
E28FC38F,Huawei,N/A,Snapdragon 7s,6GB,64GB,N/A
BD9DAE7C,Samsung,N/A,MediaTek Helio,16GB,64GB,N/A
7C6519C8,Nokia,N/A,MediaTek Dimensity,4GB,256GB,N/A
5B5245AB,Oppo,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
31F7C150,Google,N/A,Apple A-Series,32GB,64GB,N/A
33CB07BE,Dell,N/A,Snapdragon 8 Gen,12GB,128GB,N/A
39D3305C,Asus,Ryzen 5,Ryzen 5,4GB,256GB,256GB
10387B68,Google,i9,i9,8GB,1TB,1TB
F3DDDFA9,Nokia,i5,i5,6GB,64GB,1TB
31AF4D5D,Oppo,N/A,Samsung Exynos,12GB,128GB,N/A
D7A60D06,Redmi,Ryzen 7,Ryzen 7,16GB,128GB,2TB
E06D3930,Nokia,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
93358B0A,Acer,Ryzen 3,Ryzen 3,8GB,512GB,1TB
8D6C42D7,Google,N/A,Snapdragon 8 Gen,32GB,64GB,N/A
6F4A0B0B,Samsung,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
D702537B,Sony,N/A,Samsung Exynos,8GB,256GB,N/A
E7F319F6,Sony,i7,i7,16GB,256GB,512GB
8B1D4040,Oppo,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
9A7DAE1B,Redmi,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
60089A70,Google,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
D6D9112A,Lenovo,N/A,MediaTek Helio,12GB,64GB,N/A
CFD53005,Samsung,Ryzen 5,Ryzen 5,6GB,1TB,512GB
DDBBFCB8,Acer,i7,i7,4GB,128GB,2TB
A5DA6F8F,Apple,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
BC382F17,Acer,i5,i5,4GB,256GB,1TB
7A7760F1,Motorola,N/A,Snapdragon 7s,32GB,512GB,N/A
88DFEF96,Acer,i9,i9,32GB,128GB,512GB
98A36D1F,Motorola,N/A,Apple A-Series,8GB,64GB,N/A
DFA2C319,Vivo,N/A,Samsung Exynos,12GB,64GB,N/A
AE2D9CA4,iQOO,Ryzen 5,Ryzen 5,4GB,128GB,1TB
9F50633B,Acer,N/A,Snapdragon 7s,6GB,256GB,N/A
A42100BD,iQOO,i7,i7,16GB,256GB,1TB
4C7AF3D5,Lenovo,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
EF35FDF7,HP,i7,i7,4GB,64GB,2TB
03D63D39,Sony,N/A,MediaTek Helio,8GB,128GB,N/A
0D275257,Oppo,N/A,Snapdragon 7 Gen,6GB,512GB,N/A
504F27D3,Lenovo,Ryzen 9,Ryzen 9,12GB,512GB,2TB
C3A0FE11,Toshiba,N/A,Apple A-Series,16GB,256GB,N/A
FA58F019,Dell,Ryzen 5,Ryzen 5,8GB,64GB,1TB
642C04D1,Samsung,i5,i5,16GB,1TB,1TB
2732B8A9,Motorola,i3,i3,12GB,256GB,256GB
D6A20BC6,Toshiba,N/A,Samsung Exynos,8GB,256GB,N/A
C2537665,Dell,Ryzen 9,Ryzen 9,8GB,64GB,512GB
248C369E,iQOO,i5,i5,4GB,512GB,2TB
68391215,Sony,Ryzen 7,Ryzen 7,32GB,512GB,256GB
BB69C6BE,OnePlus,i3,i3,32GB,128GB,2TB
584E2030,Microsoft,i3,i3,6GB,128GB,1TB
5533DD46,Samsung,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
F6EFB7FB,Sony,N/A,Apple A-Series,8GB,256GB,N/A
5430FC5E,Toshiba,N/A,Apple A-Series,4GB,64GB,N/A
57F02EFC,Huawei,N/A,Samsung Exynos,32GB,256GB,N/A
364A2C2E,Realme,N/A,Samsung Exynos,8GB,1TB,N/A
4A7B737D,OnePlus,N/A,MediaTek Dimensity,6GB,128GB,N/A
3F893CC4,Acer,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
A7A804CA,Sony,N/A,MediaTek Helio,6GB,512GB,N/A
2AA4CBEE,Acer,N/A,MediaTek Helio,12GB,512GB,N/A
BA8D466D,Redmi,N/A,MediaTek Helio,6GB,64GB,N/A
23784516,Apple,i9,i9,12GB,64GB,1TB
5A0045C9,Oppo,N/A,MediaTek Helio,12GB,256GB,N/A
E9A1D04B,iQOO,Ryzen 3,Ryzen 3,6GB,1TB,2TB
5C1229A3,HP,N/A,Samsung Exynos,16GB,256GB,N/A
B1E862EA,Acer,N/A,MediaTek Helio,8GB,1TB,N/A
C0484B46,Toshiba,i7,i7,16GB,256GB,1TB
3DF922DA,Vivo,N/A,Samsung Exynos,16GB,512GB,N/A
1FCF175B,Realme,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
DB5FA743,Asus,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
556B591C,Google,N/A,Apple A-Series,4GB,1TB,N/A
B215B659,Google,N/A,Snapdragon 7s,16GB,1TB,N/A
4E9E6DC2,Microsoft,Ryzen 9,Ryzen 9,4GB,256GB,256GB
0DC148AD,Oppo,Ryzen 7,Ryzen 7,16GB,128GB,1TB
8B066E32,Huawei,N/A,Apple A-Series,8GB,1TB,N/A
D7FE9D68,Acer,i7,i7,32GB,64GB,2TB
3DDB2761,Dell,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
3.80E+08,Redmi,i5,i5,32GB,512GB,1TB
209B8AD8,HP,i9,i9,8GB,256GB,2TB
01F26CD4,Realme,Ryzen 9,Ryzen 9,4GB,128GB,512GB
745FC18C,iQOO,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
98739BFA,Oppo,N/A,Apple A-Series,6GB,1TB,N/A
60D74BA2,Oppo,Ryzen 3,Ryzen 3,6GB,256GB,1TB
F0B4DF4E,Nokia,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
D3E0E2F1,Huawei,i3,i3,16GB,256GB,256GB
B5409F9D,HP,i9,i9,16GB,1TB,1TB
2BCE7114,HP,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
1B142A48,Google,N/A,MediaTek Helio,8GB,512GB,N/A
6EF56CB3,iQOO,N/A,Snapdragon 7s,8GB,64GB,N/A
C98143F3,Oppo,N/A,MediaTek Dimensity,6GB,256GB,N/A
444DF7B5,Asus,i9,i9,12GB,512GB,1TB
DD6BF8BE,Asus,i9,i9,6GB,256GB,2TB
B8C4DE35,iQOO,N/A,MediaTek Helio,32GB,64GB,N/A
B95D5647,Realme,N/A,MediaTek Helio,32GB,128GB,N/A
1282CE54,Microsoft,Ryzen 5,Ryzen 5,16GB,512GB,1TB
BA09B891,Realme,Ryzen 9,Ryzen 9,6GB,512GB,512GB
B78015F8,Redmi,i7,i7,8GB,512GB,256GB
6504CA30,Vivo,Ryzen 3,Ryzen 3,6GB,512GB,512GB
465FEA4A,OnePlus,N/A,Snapdragon 7 Gen,16GB,256GB,N/A
7A0AB425,Nokia,i7,i7,4GB,64GB,256GB
F52EFDC3,Sony,Ryzen 3,Ryzen 3,8GB,128GB,1TB
21C50CCE,Samsung,N/A,Samsung Exynos,12GB,256GB,N/A
4071F52F,Huawei,N/A,Samsung Exynos,8GB,256GB,N/A
9FF377AF,Toshiba,N/A,Snapdragon 7s,4GB,512GB,N/A
4CAE9683,Nokia,i7,i7,8GB,64GB,2TB
CF76433D,Asus,N/A,MediaTek Dimensity,16GB,256GB,N/A
EF412C44,OnePlus,N/A,MediaTek Dimensity,8GB,64GB,N/A
AC07FC7D,Oppo,Ryzen 5,Ryzen 5,6GB,256GB,1TB
DF6286E5,Microsoft,i5,i5,6GB,1TB,1TB
6A1D8EFF,Samsung,N/A,MediaTek Helio,12GB,128GB,N/A
A881F5B1,Motorola,N/A,Samsung Exynos,32GB,512GB,N/A
80ABE31A,Nokia,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
DDA60FF5,OnePlus,Ryzen 3,Ryzen 3,6GB,128GB,512GB
82CABED8,Asus,Ryzen 9,Ryzen 9,8GB,128GB,256GB
3F1F7269,Apple,i7,i7,12GB,128GB,2TB
8D471D41,Google,i5,i5,32GB,128GB,2TB
B481F04B,Samsung,Ryzen 9,Ryzen 9,8GB,1TB,256GB
132D48CC,Acer,Ryzen 3,Ryzen 3,16GB,128GB,512GB
1325CD59,iQOO,Ryzen 3,Ryzen 3,4GB,512GB,256GB
3D3A1CC9,Motorola,i5,i5,6GB,128GB,512GB
5E4B82DE,Vivo,Ryzen 5,Ryzen 5,12GB,1TB,256GB
9176C1B2,Lenovo,Ryzen 7,Ryzen 7,32GB,128GB,256GB
71982E5A,iQOO,N/A,MediaTek Dimensity,8GB,256GB,N/A
C970E5F7,Apple,i7,i7,8GB,256GB,256GB
F61C510C,Vivo,i3,i3,12GB,128GB,256GB
F2534361,Motorola,N/A,MediaTek Dimensity,32GB,256GB,N/A
CB90692F,Lenovo,i3,i3,8GB,512GB,512GB
2.03E+08,OnePlus,N/A,Snapdragon 7 Gen,6GB,1TB,N/A
07C2B794,Sony,i7,i7,32GB,512GB,512GB
9D902395,Asus,N/A,Samsung Exynos,4GB,256GB,N/A
11C5ADEA,Huawei,i3,i3,16GB,512GB,256GB
0DBBC224,Dell,i9,i9,6GB,256GB,1TB
342E7F00,Dell,N/A,MediaTek Helio,12GB,256GB,N/A
8C1C2587,Dell,N/A,MediaTek Helio,8GB,128GB,N/A
A212AF95,Apple,Ryzen 9,Ryzen 9,4GB,256GB,512GB
E6278C63,Oppo,N/A,Apple A-Series,12GB,1TB,N/A
F9DB2BDF,Dell,N/A,Snapdragon 8 Gen,32GB,512GB,N/A
B5C49FA4,Dell,Ryzen 5,Ryzen 5,6GB,128GB,512GB
413A8517,Sony,Ryzen 3,Ryzen 3,4GB,64GB,1TB
34B91B66,Redmi,N/A,MediaTek Dimensity,32GB,128GB,N/A
6C23699B,OnePlus,i7,i7,6GB,128GB,256GB
92CDC0BC,Vivo,N/A,MediaTek Dimensity,6GB,1TB,N/A
2B124683,Realme,Ryzen 3,Ryzen 3,12GB,64GB,1TB
14F0C18F,Toshiba,Ryzen 5,Ryzen 5,16GB,512GB,512GB
4.69E+29,iQOO,Ryzen 5,Ryzen 5,12GB,64GB,1TB
698B30AC,Apple,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
081090D7,Nokia,N/A,MediaTek Dimensity,16GB,512GB,N/A
44AED0AD,Apple,i5,i5,12GB,128GB,512GB
4E645493,Huawei,i9,i9,12GB,128GB,512GB
EE798C95,Motorola,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
140F739F,Toshiba,i7,i7,6GB,256GB,1TB
00D8A408,Lenovo,Ryzen 3,Ryzen 3,16GB,256GB,256GB
91099936,OnePlus,N/A,Snapdragon 7s,32GB,512GB,N/A
BAF0AED2,Redmi,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
07702D59,Vivo,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
F5815FC7,Asus,N/A,MediaTek Helio,12GB,1TB,N/A
C3A7FC70,OnePlus,Ryzen 9,Ryzen 9,12GB,512GB,2TB
9C6D7002,Lenovo,N/A,Samsung Exynos,8GB,1TB,N/A
913B2378,Oppo,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
C217F7E1,Lenovo,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
21A24544,Lenovo,N/A,MediaTek Dimensity,12GB,64GB,N/A
E26D2183,OnePlus,i5,i5,12GB,512GB,1TB
C52AA938,Dell,N/A,MediaTek Dimensity,12GB,128GB,N/A
62E99F35,Apple,i5,i5,12GB,512GB,512GB
6FBD5CB1,Huawei,Ryzen 5,Ryzen 5,32GB,128GB,1TB
0FB09C5A,OnePlus,N/A,Snapdragon 7s,8GB,512GB,N/A
877E1081,HP,Ryzen 7,Ryzen 7,32GB,256GB,256GB
1DD73D9A,Motorola,i3,i3,8GB,256GB,1TB
3B250664,Asus,Ryzen 7,Ryzen 7,4GB,128GB,512GB
8A1E7B5D,Apple,N/A,Snapdragon 7s,4GB,256GB,N/A
AE7997B6,Vivo,Ryzen 7,Ryzen 7,16GB,64GB,1TB
8012AFA7,Asus,N/A,Snapdragon 7s,4GB,256GB,N/A
2E3F6EC0,Sony,N/A,Snapdragon 7s,4GB,256GB,N/A
FD523EDB,Apple,N/A,Snapdragon 7s,6GB,256GB,N/A
F9D5E459,Vivo,N/A,Samsung Exynos,32GB,1TB,N/A
61441F1E,Motorola,Ryzen 3,Ryzen 3,16GB,512GB,512GB
3E3F6826,Motorola,Ryzen 3,Ryzen 3,32GB,256GB,256GB
A217542D,Realme,i7,i7,8GB,64GB,512GB
1F231064,Dell,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
F9FB7A8A,Dell,Ryzen 9,Ryzen 9,12GB,128GB,256GB
0C0E56DE,Lenovo,Ryzen 7,Ryzen 7,12GB,128GB,512GB
BDB6B0B6,Sony,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
E4BBF686,Toshiba,Ryzen 7,Ryzen 7,12GB,256GB,1TB
15CA5998,Oppo,N/A,Samsung Exynos,4GB,64GB,N/A
B869F616,Oppo,Ryzen 3,Ryzen 3,8GB,128GB,1TB
2AEA7C57,Nokia,i3,i3,4GB,512GB,512GB
B99FC96B,Samsung,i3,i3,4GB,1TB,2TB
D2D1C17D,Oppo,Ryzen 7,Ryzen 7,4GB,1TB,2TB
1768B69E,Acer,i3,i3,32GB,256GB,512GB
E5161555,Sony,Ryzen 5,Ryzen 5,12GB,128GB,1TB
EF2678DF,Nokia,N/A,MediaTek Helio,16GB,64GB,N/A
DB399B68,Huawei,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
57BE295C,Realme,Ryzen 7,Ryzen 7,4GB,128GB,2TB
16392FFE,Vivo,i9,i9,32GB,1TB,1TB
079097EB,Redmi,N/A,MediaTek Helio,4GB,64GB,N/A
93F1CD87,Samsung,Ryzen 7,Ryzen 7,4GB,128GB,1TB
F3DCCC7C,iQOO,Ryzen 9,Ryzen 9,16GB,512GB,2TB
A403EFCC,HP,N/A,Snapdragon 7 Gen,16GB,512GB,N/A
DD7C14C2,Asus,N/A,Apple A-Series,16GB,512GB,N/A
F427A9B2,Sony,i9,i9,4GB,64GB,512GB
5936B08B,Vivo,i5,i5,4GB,128GB,2TB
0304E5DE,Asus,i3,i3,6GB,64GB,1TB
DD469C6D,Asus,Ryzen 7,Ryzen 7,4GB,64GB,256GB
F0AEF5F6,HP,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
08D1A249,Vivo,Ryzen 3,Ryzen 3,4GB,64GB,256GB
5B1907C1,Huawei,Ryzen 7,Ryzen 7,12GB,512GB,256GB
18022D41,Redmi,N/A,Apple A-Series,32GB,64GB,N/A
1C337458,Motorola,N/A,Snapdragon 7s,8GB,1TB,N/A
A70A72A9,Redmi,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
330E0570,Toshiba,Ryzen 3,Ryzen 3,6GB,256GB,2TB
7A353CD1,Vivo,Ryzen 7,Ryzen 7,16GB,512GB,512GB
A7D22ADA,Huawei,Ryzen 3,Ryzen 3,8GB,256GB,1TB
73066DAF,Redmi,N/A,Apple A-Series,12GB,256GB,N/A
CE97F563,Sony,N/A,Samsung Exynos,8GB,1TB,N/A
5DF721B3,Sony,N/A,Snapdragon 7s,4GB,128GB,N/A
FB57C462,Samsung,N/A,MediaTek Dimensity,12GB,64GB,N/A
3BF3ECF8,Sony,Ryzen 5,Ryzen 5,12GB,512GB,1TB
77E7F49D,Sony,N/A,Apple A-Series,32GB,64GB,N/A
7D751048,Asus,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
0FD13106,Sony,i5,i5,8GB,64GB,1TB
A69B08ED,Vivo,i3,i3,8GB,1TB,2TB
468083F2,Samsung,i7,i7,32GB,256GB,1TB
682145F8,Lenovo,Ryzen 3,Ryzen 3,32GB,256GB,256GB
B69E4916,Toshiba,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
542682A8,Asus,Ryzen 7,Ryzen 7,4GB,1TB,2TB
DC588829,HP,Ryzen 9,Ryzen 9,12GB,64GB,2TB
41BE4D29,Nokia,Ryzen 9,Ryzen 9,8GB,1TB,256GB
D132227E,Redmi,Ryzen 3,Ryzen 3,16GB,512GB,1TB
24F9C872,Nokia,Ryzen 7,Ryzen 7,12GB,64GB,2TB
21C972B2,OnePlus,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
DE7D115F,Huawei,N/A,MediaTek Helio,4GB,256GB,N/A
4D4C95AF,Redmi,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
591A9E72,Lenovo,i9,i9,32GB,64GB,256GB
B88543F2,Toshiba,i3,i3,32GB,1TB,1TB
8E97FE6F,Vivo,i9,i9,12GB,64GB,256GB
996D9D48,Vivo,N/A,Apple A-Series,12GB,64GB,N/A
FACB7808,Dell,i9,i9,16GB,256GB,512GB
18621A62,Samsung,Ryzen 3,Ryzen 3,4GB,256GB,2TB
6F07E28D,Motorola,Ryzen 7,Ryzen 7,8GB,512GB,512GB
1DAF57C2,Microsoft,i3,i3,16GB,64GB,512GB
02B2A1BF,Apple,i7,i7,6GB,64GB,256GB
0A3DEC32,Vivo,i3,i3,4GB,64GB,256GB
D2F8DC4A,Realme,Ryzen 7,Ryzen 7,6GB,256GB,512GB
567DD529,Asus,N/A,MediaTek Dimensity,6GB,64GB,N/A
A25E8C59,Lenovo,N/A,Samsung Exynos,4GB,128GB,N/A
11E362BC,Redmi,Ryzen 5,Ryzen 5,32GB,512GB,2TB
CE6CC41C,OnePlus,Ryzen 7,Ryzen 7,6GB,64GB,256GB
143AD953,Oppo,Ryzen 3,Ryzen 3,16GB,128GB,1TB
93C1AD79,Samsung,N/A,Samsung Exynos,6GB,64GB,N/A
57506CE2,Oppo,N/A,Snapdragon 7s,4GB,256GB,N/A
27528111,Samsung,N/A,Snapdragon 8 Gen,6GB,64GB,N/A
50285A9D,Asus,N/A,Samsung Exynos,8GB,64GB,N/A
E44A1003,Toshiba,N/A,MediaTek Dimensity,6GB,1TB,N/A
4840C038,Nokia,Ryzen 7,Ryzen 7,8GB,512GB,1TB
7CC8C1E7,Asus,i5,i5,32GB,64GB,512GB
4573302D,Acer,N/A,Samsung Exynos,16GB,256GB,N/A
0AD6923D,Toshiba,i5,i5,4GB,512GB,512GB
780CA01B,Microsoft,Ryzen 5,Ryzen 5,16GB,256GB,1TB
DCCB7CC5,HP,i9,i9,6GB,512GB,512GB
D2CF790E,Redmi,N/A,Apple A-Series,12GB,128GB,N/A
A816349A,Dell,Ryzen 3,Ryzen 3,32GB,256GB,256GB
990AAD02,Google,Ryzen 7,Ryzen 7,32GB,64GB,1TB
6D1BC831,Lenovo,i7,i7,32GB,1TB,256GB
5B078253,Oppo,i5,i5,4GB,1TB,512GB
B6D20103,Apple,Ryzen 5,Ryzen 5,12GB,128GB,256GB
DDB5F499,Google,Ryzen 5,Ryzen 5,4GB,256GB,1TB
04C045BB,Asus,i9,i9,6GB,128GB,1TB
B8AEE219,Microsoft,N/A,MediaTek Dimensity,8GB,1TB,N/A
71212E6C,Asus,Ryzen 3,Ryzen 3,8GB,1TB,512GB
F514ED5D,Microsoft,i3,i3,32GB,1TB,2TB
DB96DF31,iQOO,i3,i3,8GB,1TB,512GB
07A3A9DC,Toshiba,N/A,Samsung Exynos,4GB,256GB,N/A
A98E6DE2,HP,i5,i5,32GB,64GB,2TB
4556C0B7,HP,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
473532FC,Sony,i5,i5,12GB,512GB,2TB
D09D31DC,Dell,i5,i5,16GB,1TB,512GB
8973D302,Lenovo,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
8F271F75,Samsung,i9,i9,32GB,64GB,2TB
00CD1B14,Oppo,i9,i9,16GB,1TB,2TB
9E6A5322,Redmi,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
DA81E3E2,Oppo,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
2F25157C,Nokia,N/A,Snapdragon 7s,8GB,64GB,N/A
7E4C0D6C,Motorola,Ryzen 7,Ryzen 7,12GB,256GB,1TB
0BA1CFCE,Nokia,Ryzen 5,Ryzen 5,4GB,512GB,1TB
58D20AAB,Toshiba,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
AF3FE1F3,Oppo,i3,i3,4GB,256GB,2TB
2E5FB24C,Vivo,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
59DF00F6,Motorola,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
00D896F2,Samsung,N/A,MediaTek Dimensity,32GB,1TB,N/A
2C6417A4,Acer,N/A,MediaTek Dimensity,6GB,1TB,N/A
628255FC,Google,N/A,Snapdragon 7s,4GB,256GB,N/A
67FAC82B,Asus,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
9497D3A6,Asus,i7,i7,6GB,256GB,1TB
A3F627BF,Toshiba,Ryzen 3,Ryzen 3,4GB,256GB,256GB
EBFAAD8D,Microsoft,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
B62EBCC5,Google,i9,i9,8GB,128GB,1TB
B1574F0C,Asus,i3,i3,32GB,1TB,512GB
E7EAB643,Google,Ryzen 7,Ryzen 7,32GB,128GB,1TB
BC96A9F3,HP,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
3148AA71,Sony,i5,i5,16GB,1TB,1TB
EFA029CA,Realme,i7,i7,4GB,512GB,1TB
A491FAA1,Lenovo,Ryzen 9,Ryzen 9,8GB,256GB,1TB
3D4DD63B,Oppo,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
6968077C,Motorola,N/A,Snapdragon 8 Gen,12GB,1TB,N/A
9ED42A98,Vivo,Ryzen 7,Ryzen 7,6GB,256GB,256GB
88C6C227,OnePlus,i3,i3,12GB,128GB,1TB
099F2EEC,Asus,Ryzen 7,Ryzen 7,12GB,128GB,2TB
6F12F72E,Lenovo,Ryzen 5,Ryzen 5,32GB,256GB,2TB
0E6EEB3A,Google,N/A,MediaTek Helio,8GB,1TB,N/A
7C5B6016,HP,N/A,Snapdragon 7s,12GB,1TB,N/A
109D96D3,Lenovo,N/A,Snapdragon 8 Gen,6GB,256GB,N/A
DEBC1132,Nokia,i3,i3,16GB,1TB,512GB
98432732,Acer,N/A,MediaTek Helio,8GB,1TB,N/A
4F401FD6,Toshiba,N/A,Apple A-Series,16GB,64GB,N/A
76E20817,Motorola,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
44A056A4,Vivo,i9,i9,16GB,256GB,1TB
F2580FE3,iQOO,i7,i7,32GB,512GB,512GB
76ABC3EF,Redmi,N/A,MediaTek Helio,6GB,256GB,N/A
71E9EEA5,Asus,Ryzen 7,Ryzen 7,16GB,512GB,1TB
945617FD,iQOO,Ryzen 9,Ryzen 9,8GB,64GB,256GB
3422543D,Motorola,Ryzen 9,Ryzen 9,12GB,512GB,512GB
C9C9D019,OnePlus,N/A,Snapdragon 7 Gen,32GB,128GB,N/A
12B64A1D,Apple,Ryzen 5,Ryzen 5,32GB,256GB,1TB
CEA41F32,Motorola,N/A,MediaTek Dimensity,12GB,256GB,N/A
DF11E49A,Samsung,Ryzen 9,Ryzen 9,12GB,1TB,512GB
D539A8ED,Toshiba,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
6DC236D3,Microsoft,i9,i9,6GB,256GB,512GB
A82E6D04,Dell,Ryzen 9,Ryzen 9,6GB,1TB,256GB
709B8A63,Oppo,i3,i3,32GB,64GB,512GB
FD68BF81,Sony,N/A,MediaTek Helio,4GB,64GB,N/A
8F7916B6,Google,i3,i3,8GB,512GB,1TB
C0FECB13,Realme,i7,i7,8GB,64GB,512GB
CAF22F41,Microsoft,N/A,MediaTek Helio,16GB,64GB,N/A
6882922,Toshiba,N/A,MediaTek Helio,4GB,128GB,N/A
E3A65DE4,Acer,i3,i3,32GB,64GB,2TB
527CAEDA,Nokia,Ryzen 7,Ryzen 7,12GB,128GB,256GB
51CEA373,Redmi,i9,i9,8GB,128GB,1TB
2A909016,Nokia,N/A,Snapdragon 7s,12GB,128GB,N/A
5EFD2422,Microsoft,N/A,Apple A-Series,32GB,256GB,N/A
93E89967,Motorola,Ryzen 9,Ryzen 9,12GB,64GB,2TB
4E80A40B,Lenovo,N/A,MediaTek Dimensity,16GB,256GB,N/A
D864C660,Dell,N/A,Samsung Exynos,4GB,128GB,N/A
F1D31D95,Lenovo,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
8337A4D3,Vivo,N/A,Samsung Exynos,4GB,1TB,N/A
9742B0B8,Realme,i3,i3,12GB,256GB,256GB
FB776526,Acer,N/A,Apple A-Series,16GB,256GB,N/A
742DC467,Acer,Ryzen 3,Ryzen 3,4GB,64GB,1TB
376CAE4E,Samsung,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
BBE5875A,Vivo,i3,i3,6GB,128GB,1TB
5523B06C,Acer,Ryzen 5,Ryzen 5,8GB,1TB,256GB
436A046B,Redmi,Ryzen 5,Ryzen 5,16GB,128GB,2TB
8072B76D,HP,N/A,Snapdragon 7s,4GB,256GB,N/A
DE15BEFC,Dell,i7,i7,12GB,64GB,512GB
ED9C6485,HP,N/A,Snapdragon 7 Gen,8GB,256GB,N/A
39389D30,Sony,Ryzen 7,Ryzen 7,32GB,256GB,2TB
B8144CAA,Google,N/A,Snapdragon 7s,8GB,128GB,N/A
9F6E0E96,Lenovo,i3,i3,8GB,128GB,256GB
8FC599F7,Toshiba,N/A,Snapdragon 7s,8GB,256GB,N/A
932653B2,Huawei,N/A,Apple A-Series,8GB,64GB,N/A
F185190B,Toshiba,N/A,Snapdragon 7s,16GB,1TB,N/A
2580B8F1,Samsung,i5,i5,16GB,256GB,1TB
DB7314C4,Apple,Ryzen 9,Ryzen 9,4GB,512GB,1TB
F2DD8DEB,Redmi,Ryzen 3,Ryzen 3,4GB,64GB,2TB
94537C12,Apple,N/A,Apple A-Series,6GB,256GB,N/A
FAD394C4,Motorola,Ryzen 9,Ryzen 9,12GB,128GB,2TB
